来源,排名,队伍 ID,战队,简称,地区,参赛状态,首发人数,队伍评分,稳定度,阵容位置,选手 ID,游戏 ID,真实姓名,国籍,年龄,位置,Rating,样本状态,数据日期,Team HLTV ID,Player HLTV ID
职业,124,hltv-team-11446,Leo,LEO,International,可参赛,5,1632,0.72,首发,hltv-player-21967,Tarkky,Julien Buzogany,France,24,Unset,1.02,current,2026-08-10,11446,21967
职业,124,hltv-team-11446,Leo,LEO,International,可参赛,5,1632,0.72,首发,hltv-player-24474,aimy,Jakub Kleczkowski,Poland,24,Unset,1.02,current,2026-08-10,11446,24474
职业,125,hltv-team-11011,Patins da Ferrari,PDF,International,可参赛,5,1635,0.72,首发,hltv-player-18891,CutzMeretz,Lucas Freitas,Brazil,24,Unset,0.90,current,2026-08-10,11011,18891
职业,125,hltv-team-11011,Patins da Ferrari,PDF,International,可参赛,5,1635,0.72,首发,hltv-player-18894,t9rnay,Henrique Menacho,Brazil,24,Unset,1.13,current,2026-08-10,11011,18894
职业,125,hltv-team-11011,Patins da Ferrari,PDF,International,可参赛,5,1635,0.72,首发,hltv-player-20939,history,Allan Lawrenz,Brazil,24,Unset,1.11,current,2026-08-10,11011,20939
职业,125,hltv-team-11011,Patins da Ferrari,PDF,International,可参赛,5,1635,0.72,首发,hltv-player-21286,mlhzin,Matheus Marçola,Brazil,24,Unset,0.99,current,2026-08-10,11011,21286
职业,125,hltv-team-11011,Patins da Ferrari,PDF,International,可参赛,5,1635,0.72,首发,hltv-player-22366,nicks,Nicollas Polonio,Brazil,24,Unset,1.16,current,2026-08-10,11011,22366
职业,126,hltv-team-13777,PURE,PURE,International,阵容不完整/不可参赛,3,1616,0.72,首发,hltv-player-14548,maty,Armandas Kneita,Lithuania,24,Unset,1.10,current,2026-08-10,13777,14548
职业,126,hltv-team-13777,PURE,PURE,International,阵容不完整/不可参赛,3,1616,0.72,首发,hltv-player-21216,yakuza,Ernestas Veržinskis,Lithuania,24,Unset,0.96,current,2026-08-10,13777,21216
职业,126,hltv-team-13777,PURE,PURE,International,阵容不完整/不可参赛,3,1616,0.72,首发,hltv-player-25164,Sh1karee,Ivan Fedorov,Ukraine,24,Unset,1.02,current,2026-08-10,13777,25164
职业,127,hltv-team-11110,Honvéd,HD,International,可参赛,5,1624,0.72,首发,hltv-player-20869,iBALLY,Balázs Török,Hungary,24,Unset,0.96,current,2026-08-10,11110,20869
职业,127,hltv-team-11110,Honvéd,HD,International,可参赛,5,1624,0.72,首发,hltv-player-21069,1NSERT2,Dominik Gerencsér,Hungary,24,Unset,1.17,current,2026-08-10,11110,21069
职业,127,hltv-team-11110,Honvéd,HD,International,可参赛,5,1624,0.72,首发,hltv-player-23263,esor,Alexander Tóth,Hungary,24,Unset,1.06,current,2026-08-10,11110,23263
职业,127,hltv-team-11110,Honvéd,HD,International,可参赛,5,1624,0.72,首发,hltv-player-24500,noleN,Nolen Vida,Hungary,24,Unset,0.93,current,2026-08-10,11110,24500
职业,127,hltv-team-11110,Honvéd,HD,International,可参赛,5,1624,0.72,首发,hltv-player-25055,marTineZ,Martin Vers,Hungary,24,Unset,1.08,current,2026-08-10,11110,25055
职业,128,hltv-team-13756,ALKA,ALKA,International,可参赛,5,1610,0.72,首发,hltv-player-13287,bnc,Pedro Mendes,Brazil,24,Unset,1.03,current,2026-08-10,13756,13287
职业,128,hltv-team-13756,ALKA,ALKA,International,可参赛,5,1610,0.72,首发,hltv-player-19306,puni,Victor Marques,Brazil,24,Unset,0.85,current,2026-08-10,13756,19306
职业,128,hltv-team-13756,ALKA,ALKA,International,可参赛,5,1610,0.72,首发,hltv-player-19831,proSHOW,Rodrigo Guluzian,Brazil,24,Unset,1.10,current,2026-08-10,13756,19831
职业,128,hltv-team-13756,ALKA,ALKA,International,可参赛,5,1610,0.72,首发,hltv-player-22109,vinaabEAST,Vinicius Santos,Brazil,24,Unset,1.05,current,2026-08-10,13756,22109
职业,128,hltv-team-13756,ALKA,ALKA,International,可参赛,5,1610,0.72,首发,hltv-player-22404,cerolzin,Diogo Terto,Brazil,24,Unset,1.05,current,2026-08-10,13756,22404
职业,129,hltv-team-7120,Entropy,ENTRO,International,阵容不完整/不可参赛,4,1611,0.72,首发,hltv-player-13046,dottie,Anton Alevärn,Sweden,24,Unset,1.12,current,2026-08-10,7120,13046
职业,129,hltv-team-7120,Entropy,ENTRO,International,阵容不完整/不可参赛,4,1611,0.72,首发,hltv-player-13174,flaw,Adam Gustafsson,Sweden,24,Unset,0.98,current,2026-08-10,7120,13174
职业,129,hltv-team-7120,Entropy,ENTRO,International,阵容不完整/不可参赛,4,1611,0.72,首发,hltv-player-21164,L00m1,Lucas Haukland,Sweden,24,Unset,1.02,current,2026-08-10,7120,21164
职业,129,hltv-team-7120,Entropy,ENTRO,International,阵容不完整/不可参赛,4,1611,0.72,首发,hltv-player-25847,tevsii,Theodor Strand Vahlberg,Sweden,24,Unset,0.95,current,2026-08-10,7120,25847
职业,130,hltv-team-13279,LPH,LPH,International,阵容不完整/不可参赛,4,1584,0.72,首发,hltv-player-15114,lojzo,Dávid Jurík,Slovakia,24,Unset,0.96,current,2026-08-10,13279,15114
职业,130,hltv-team-13279,LPH,LPH,International,阵容不完整/不可参赛,4,1584,0.72,首发,hltv-player-24553,N1KOLAJ,Nicolas Leško,Slovakia,24,Unset,0.94,current,2026-08-10,13279,24553
职业,130,hltv-team-13279,LPH,LPH,International,阵容不完整/不可参赛,4,1584,0.72,首发,hltv-player-24555,d0mZ1k,Dominik Zikmund,Czech Republic,24,Unset,0.96,current,2026-08-10,13279,24555
职业,130,hltv-team-13279,LPH,LPH,International,阵容不完整/不可参赛,4,1584,0.72,首发,hltv-player-25063,Fajr,Pavel Tůma,Czech Republic,24,Unset,1.03,current,2026-08-10,13279,25063
职业,131,hltv-team-12267,UNiTY,UNITY,International,可参赛,5,1636,0.72,首发,hltv-player-20345,KWERTZZ,Simon Horák,Czech Republic,24,Unset,1.06,current,2026-08-10,12267,20345
职业,131,hltv-team-12267,UNiTY,UNITY,International,可参赛,5,1636,0.72,首发,hltv-player-20677,2high,Ahmet Baftijari,North Macedonia,24,Unset,1.08,current,2026-08-10,12267,20677
职业,131,hltv-team-12267,UNiTY,UNITY,International,可参赛,5,1636,0.72,首发,hltv-player-21165,M1key,Jakub Krausko,Slovakia,24,Unset,1.09,current,2026-08-10,12267,21165
职业,131,hltv-team-12267,UNiTY,UNITY,International,可参赛,5,1636,0.72,首发,hltv-player-22563,fnl,David Mușuroiu,Romania,24,Unset,0.97,current,2026-08-10,12267,22563
职业,131,hltv-team-12267,UNiTY,UNITY,International,可参赛,5,1636,0.72,首发,hltv-player-24584,Sn0w,Timmy Brun,Sweden,24,Unset,1.10,current,2026-08-10,12267,24584
职业,132,hltv-team-13694,THE UNIT,TU,International,可参赛,5,1608,0.72,首发,hltv-player-15983,enzero,Ermek Kartanbaev,Kyrgyzstan,24,Unset,1.00,insufficient,2026-08-10,13694,15983
职业,132,hltv-team-13694,THE UNIT,TU,International,可参赛,5,1608,0.72,首发,hltv-player-22220,ad0rfin,Timur Seytbekov,Kyrgyzstan,24,Unset,1.01,current,2026-08-10,13694,22220
职业,132,hltv-team-13694,THE UNIT,TU,International,可参赛,5,1608,0.72,首发,hltv-player-24403,nesh,Dmitriy Dongak,Russia,24,Unset,1.14,current,2026-08-10,13694,24403
职业,132,hltv-team-13694,THE UNIT,TU,International,可参赛,5,1608,0.72,首发,hltv-player-25940,kyrosawa,Timur Sabirov,Kyrgyzstan,24,Unset,0.92,current,2026-08-10,13694,25940
职业,132,hltv-team-13694,THE UNIT,TU,International,可参赛,5,1608,0.72,首发,hltv-player-26532,mareefishy,Adylkhan Kyzaybekov,Kyrgyzstan,24,Unset,1.00,insufficient,2026-08-10,13694,26532
职业,133,hltv-team-13619,BET-M,BM,International,阵容不完整/不可参赛,4,1641,0.72,首发,hltv-player-3459,kinqie,Semyon Lisitsyn,Russia,24,Unset,0.98,current,2026-08-10,13619,3459
职业,133,hltv-team-13619,BET-M,BM,International,阵容不完整/不可参赛,4,1641,0.72,首发,hltv-player-22040,z1Nny,Pavel Prokopiev,Russia,24,Unset,1.11,current,2026-08-10,13619,22040
职业,133,hltv-team-13619,BET-M,BM,International,阵容不完整/不可参赛,4,1641,0.72,首发,hltv-player-22927,executor,Ilya Weber,Russia,24,Unset,1.14,current,2026-08-10,13619,22927
职业,133,hltv-team-13619,BET-M,BM,International,阵容不完整/不可参赛,4,1641,0.72,首发,hltv-player-23302,bluewh1te,Lubsan Mulonov,Russia,24,Unset,1.04,current,2026-08-10,13619,23302
职业,134,hltv-team-10854,los kogutos,LK,International,可参赛,5,1619,0.72,首发,hltv-player-11276,Markoś,Kuba Markowski,Poland,24,Unset,1.11,current,2026-08-10,10854,11276
职业,134,hltv-team-10854,los kogutos,LK,International,可参赛,5,1619,0.72,首发,hltv-player-20283,tomiko,Tomasz Uroda,Poland,24,Unset,1.06,current,2026-08-10,10854,20283
职业,134,hltv-team-10854,los kogutos,LK,International,可参赛,5,1619,0.72,首发,hltv-player-20284,maaryy,Martin Nakonieczny,Poland,24,Unset,1.00,current,2026-08-10,10854,20284
职业,134,hltv-team-10854,los kogutos,LK,International,可参赛,5,1619,0.72,首发,hltv-player-22751,hotd0g,Marcel Maziejuk,Poland,24,Unset,0.98,current,2026-08-10,10854,22751
职业,134,hltv-team-10854,los kogutos,LK,International,可参赛,5,1619,0.72,首发,hltv-player-23767,AdrieN,Adrian Mucha,Poland,24,Unset,1.01,current,2026-08-10,10854,23767
职业,135,hltv-team-13681,Inner Circle Academy,ICA,International,可参赛,5,1634,0.72,首发,hltv-player-24245,3ippoch,Volodymyr Sivak,Ukraine,24,Unset,1.01,current,2026-08-10,13681,24245
职业,135,hltv-team-13681,Inner Circle Academy,ICA,International,可参赛,5,1634,0.72,首发,hltv-player-24835,n0rths,Rostyslav Zhyvun,Ukraine,24,Unset,1.01,current,2026-08-10,13681,24835
职业,135,hltv-team-13681,Inner Circle Academy,ICA,International,可参赛,5,1634,0.72,首发,hltv-player-25129,NaYz,Dmytro Khylchuk,Ukraine,24,Unset,1.08,current,2026-08-10,13681,25129
职业,135,hltv-team-13681,Inner Circle Academy,ICA,International,可参赛,5,1634,0.72,首发,hltv-player-25503,L1seYoung,Dmytro Liebidynskii,Ukraine,24,Unset,1.11,current,2026-08-10,13681,25503
职业,135,hltv-team-13681,Inner Circle Academy,ICA,International,可参赛,5,1634,0.72,首发,hltv-player-26197,Tamefear,Vladyslav Yurchenko,Ukraine,24,Unset,1.07,current,2026-08-10,13681,26197
职业,136,hltv-team-4246,Enjoy,ENJOY,International,可参赛,5,1620,0.72,首发,hltv-player-23112,kurosa,Maksim Sergeev,Russia,24,Unset,1.15,current,2026-08-10,4246,23112
职业,136,hltv-team-4246,Enjoy,ENJOY,International,可参赛,5,1620,0.72,首发,hltv-player-23359,sh1geo,Oleg Stasenko,Russia,24,Unset,0.92,current,2026-08-10,4246,23359
职业,136,hltv-team-4246,Enjoy,ENJOY,International,可参赛,5,1620,0.72,首发,hltv-player-24821,roxesz,Roman Petrov,Russia,24,Unset,1.09,current,2026-08-10,4246,24821
职业,136,hltv-team-4246,Enjoy,ENJOY,International,可参赛,5,1620,0.72,首发,hltv-player-24909,zazzer,Maksim Akulov,Russia,24,Unset,0.98,current,2026-08-10,4246,24909
职业,136,hltv-team-4246,Enjoy,ENJOY,International,可参赛,5,1620,0.72,首发,hltv-player-24923,nbl,Grigoriy Sherchenkov,Russia,24,Unset,1.03,current,2026-08-10,4246,24923
职业,137,hltv-team-13026,BESTIA Academy,BA,International,可参赛,5,1613,0.72,首发,hltv-player-22559,Jotag3,João Gabriel,Brazil,24,Unset,1.14,current,2026-08-10,13026,22559
职业,137,hltv-team-13026,BESTIA Academy,BA,International,可参赛,5,1613,0.72,首发,hltv-player-24146,lezy,Lucas da Silva Mota,Brazil,24,Unset,1.00,current,2026-08-10,13026,24146
职业,137,hltv-team-13026,BESTIA Academy,BA,International,可参赛,5,1613,0.72,首发,hltv-player-24262,F4QQ,Facundo Rivas,Argentina,24,Unset,1.01,current,2026-08-10,13026,24262
职业,137,hltv-team-13026,BESTIA Academy,BA,International,可参赛,5,1613,0.72,首发,hltv-player-24560,Lekzi,Fellipe Geraldi,Brazil,24,Unset,1.10,current,2026-08-10,13026,24560
职业,137,hltv-team-13026,BESTIA Academy,BA,International,可参赛,5,1613,0.72,首发,hltv-player-24563,agt,Agustín Gonzalez,Argentina,24,Unset,0.86,current,2026-08-10,13026,24563
职业,138,hltv-team-13667,NEXVOID,NEXVO,International,可参赛,5,1646,0.72,首发,hltv-player-11141,erkaSt,Erdenetsogt Gantulga,Mongolia,24,Unset,1.05,current,2026-08-10,13667,11141
职业,138,hltv-team-13667,NEXVOID,NEXVO,International,可参赛,5,1646,0.72,首发,hltv-player-20703,xerolte,Munkhtogtokh Enkhbat,Mongolia,24,Unset,1.07,current,2026-08-10,13667,20703
职业,138,hltv-team-13667,NEXVOID,NEXVO,International,可参赛,5,1646,0.72,首发,hltv-player-22333,MiQ,Temuulen Byambadalai,Mongolia,24,Unset,1.15,current,2026-08-10,13667,22333
职业,138,hltv-team-13667,NEXVOID,NEXVO,International,可参赛,5,1646,0.72,首发,hltv-player-22415,AccuracyTG,Otgonlhagva Batjargal,Mongolia,24,Unset,0.99,current,2026-08-10,13667,22415
职业,138,hltv-team-13667,NEXVOID,NEXVO,International,可参赛,5,1646,0.72,首发,hltv-player-23457,Zesta,Munkhsaikhan Erdenebaatar,Mongolia,24,Unset,1.12,current,2026-08-10,13667,23457
职业,139,hltv-team-13892,ex-MANA,EM,International,可参赛,5,1599,0.72,首发,hltv-player-18119,cerber,Serdar Mahmuti,Kosovo,24,Unset,1.00,current,2026-08-10,13892,18119
职业,139,hltv-team-13892,ex-MANA,EM,International,可参赛,5,1599,0.72,首发,hltv-player-20432,vAloN,Valon Etemi,North Macedonia,24,Unset,0.94,current,2026-08-10,13892,20432
职业,139,hltv-team-13892,ex-MANA,EM,International,可参赛,5,1599,0.72,首发,hltv-player-20434,BledarD,Bledar Dula,Kosovo,24,Unset,1.06,current,2026-08-10,13892,20434
职业,139,hltv-team-13892,ex-MANA,EM,International,可参赛,5,1599,0.72,首发,hltv-player-21109,ammar,Ammar Grashtica,Kosovo,24,Unset,1.04,current,2026-08-10,13892,21109
职业,139,hltv-team-13892,ex-MANA,EM,International,可参赛,5,1599,0.72,首发,hltv-player-24195,xonn1k,Egzon Behluli,Kosovo,24,Unset,0.95,current,2026-08-10,13892,24195
职业,140,hltv-team-11176,MOUZ NXT,MN,International,可参赛,5,1565,0.72,首发,hltv-player-21988,opdust,Tiago Simão,Portugal,24,Unset,0.97,current,2026-08-10,11176,21988
职业,140,hltv-team-11176,MOUZ NXT,MN,International,可参赛,5,1565,0.72,首发,hltv-player-25254,ay0k,Maksims Beloglazovs,Latvia,24,Unset,0.93,current,2026-08-10,11176,25254
职业,140,hltv-team-11176,MOUZ NXT,MN,International,可参赛,5,1565,0.72,首发,hltv-player-25255,Nikodeon,Nikolai Sørensen,Denmark,24,Unset,1.03,current,2026-08-10,11176,25255
职业,140,hltv-team-11176,MOUZ NXT,MN,International,可参赛,5,1565,0.72,首发,hltv-player-25387,eSx,Sacha Dupin,France,24,Unset,0.91,current,2026-08-10,11176,25387
职业,140,hltv-team-11176,MOUZ NXT,MN,International,可参赛,5,1565,0.72,首发,hltv-player-25593,mixer,Mikołaj Zhu,China,24,Unset,0.87,current,2026-08-10,11176,25593
职业,141,hltv-team-11278,Coalesce,COALE,International,阵容不完整/不可参赛,4,1636,0.72,首发,hltv-player-22876,Fizzy,Fizan Anjum,United Kingdom,24,Unset,1.00,insufficient,2026-08-10,11278,22876
职业,141,hltv-team-11278,Coalesce,COALE,International,阵容不完整/不可参赛,4,1636,0.72,首发,hltv-player-24056,Flicky,James Errington,United Kingdom,24,Unset,1.07,current,2026-08-10,11278,24056
职业,141,hltv-team-11278,Coalesce,COALE,International,阵容不完整/不可参赛,4,1636,0.72,首发,hltv-player-24652,onder,Önder Tekin,United Kingdom,24,Unset,0.97,current,2026-08-10,11278,24652
职业,141,hltv-team-11278,Coalesce,COALE,International,阵容不完整/不可参赛,4,1636,0.72,首发,hltv-player-26272,sen1ar,Arsenii Sydorenko,Ukraine,24,Unset,1.20,current,2026-08-10,11278,26272
职业,142,hltv-team-11795,Villainous,VILLA,International,可参赛,5,1618,0.72,首发,hltv-player-23226,Panic,Benjamin Keeping,Canada,24,Unset,1.02,current,2026-08-10,11795,23226
职业,142,hltv-team-11795,Villainous,VILLA,International,可参赛,5,1618,0.72,首发,hltv-player-23672,DYLAN,Dylan Frivalt,Canada,24,Unset,1.07,current,2026-08-10,11795,23672
职业,142,hltv-team-11795,Villainous,VILLA,International,可参赛,5,1618,0.72,首发,hltv-player-24686,Sunk,Kyle Kallahan,United States,24,Unset,1.00,current,2026-08-10,11795,24686
职业,142,hltv-team-11795,Villainous,VILLA,International,可参赛,5,1618,0.72,首发,hltv-player-25874,Burglar,Jasper Martin,Canada,24,Unset,1.03,current,2026-08-10,11795,25874
职业,142,hltv-team-11795,Villainous,VILLA,International,可参赛,5,1618,0.72,首发,hltv-player-25875,Jolts,Connor Haines,United States,24,Unset,1.03,current,2026-08-10,11795,25875
职业,143,hltv-team-10254,BIG Academy,BA,International,阵容不完整/不可参赛,3,1636,0.72,首发,hltv-player-19284,prosus,David Hesse,Germany,24,Unset,1.05,current,2026-08-10,10254,19284
职业,143,hltv-team-10254,BIG Academy,BA,International,阵容不完整/不可参赛,3,1636,0.72,首发,hltv-player-24358,w1dow,Phillip Hemke,Germany,24,Unset,1.03,current,2026-08-10,10254,24358
职业,143,hltv-team-10254,BIG Academy,BA,International,阵容不完整/不可参赛,3,1636,0.72,首发,hltv-player-24810,doni,Anton Savienkov,Ukraine,24,Unset,1.10,current,2026-08-10,10254,24810
职业,144,hltv-team-13571,SINQU,SINQU,International,可参赛,5,1596,0.72,首发,hltv-player-24186,Heke,Henri Heikkinen,Finland,24,Unset,1.00,insufficient,2026-08-10,13571,24186
职业,144,hltv-team-13571,SINQU,SINQU,International,可参赛,5,1596,0.72,首发,hltv-player-26414,Eem3l1,Eemeli Lieska,Finland,24,Unset,0.82,current,2026-08-10,13571,26414
职业,144,hltv-team-13571,SINQU,SINQU,International,可参赛,5,1596,0.72,首发,hltv-player-26415,imbaemba,Emil Haataja,Finland,24,Unset,0.99,current,2026-08-10,13571,26415
职业,144,hltv-team-13571,SINQU,SINQU,International,可参赛,5,1596,0.72,首发,hltv-player-26416,MikOne,Anton Mikkonen,Finland,24,Unset,1.16,current,2026-08-10,13571,26416
职业,144,hltv-team-13571,SINQU,SINQU,International,可参赛,5,1596,0.72,首发,hltv-player-26519,doivo,Tuomas Kontkanen,Finland,24,Unset,1.00,insufficient,2026-08-10,13571,26519
职业,145,hltv-team-9881,Rooster,ROOST,International,可参赛,5,1626,0.72,首发,hltv-player-12877,chelleos,Michael Hawkins,New Zealand,24,Unset,1.27,current,2026-08-10,9881,12877
职业,145,hltv-team-9881,Rooster,ROOST,International,可参赛,5,1626,0.72,首发,hltv-player-14290,SkulL,Jordan Newland,Australia,24,Unset,0.96,current,2026-08-10,9881,14290
职业,145,hltv-team-9881,Rooster,ROOST,International,可参赛,5,1626,0.72,首发,hltv-player-14333,ju1ces,Jake Hennessy,Australia,24,Unset,1.06,current,2026-08-10,9881,14333
职业,145,hltv-team-9881,Rooster,ROOST,International,可参赛,5,1626,0.72,首发,hltv-player-17390,ADK,Akram Smida,Australia,24,Unset,0.87,current,2026-08-10,9881,17390
职业,145,hltv-team-9881,Rooster,ROOST,International,可参赛,5,1626,0.72,首发,hltv-player-17392,rekonz,Daniel Mort,Australia,24,Unset,1.06,current,2026-08-10,9881,17392
职业,146,hltv-team-13686,Abyssal,ABYSS,International,可参赛,5,1638,0.72,首发,hltv-player-12875,dangeR,Sharvesh Saravanan,Australia,24,Unset,1.09,current,2026-08-10,13686,12875
职业,146,hltv-team-13686,Abyssal,ABYSS,International,可参赛,5,1638,0.72,首发,hltv-player-19730,gump,Maclane Cross,Australia,24,Unset,1.10,current,2026-08-10,13686,19730
职业,146,hltv-team-13686,Abyssal,ABYSS,International,可参赛,5,1638,0.72,首发,hltv-player-20351,foggers,Jayden Graham,Australia,24,Unset,0.98,current,2026-08-10,13686,20351
职业,146,hltv-team-13686,Abyssal,ABYSS,International,可参赛,5,1638,0.72,首发,hltv-player-25143,vinhy,Julian Dinh-Vu,Australia,24,Unset,1.07,current,2026-08-10,13686,25143
职业,146,hltv-team-13686,Abyssal,ABYSS,International,可参赛,5,1638,0.72,首发,hltv-player-25596,blood,Ozzy Rose,Australia,24,Unset,1.08,current,2026-08-10,13686,25596
职业,147,hltv-team-11555,UNO MILLE,UM,International,可参赛,5,1608,0.72,首发,hltv-player-2544,remix,Victor Monteiro,Brazil,24,Unset,0.98,current,2026-08-10,11555,2544
职业,147,hltv-team-11555,UNO MILLE,UM,International,可参赛,5,1608,0.72,首发,hltv-player-11922,ALLE,Alexandre Santos,Brazil,24,Unset,1.05,current,2026-08-10,11555,11922
职业,147,hltv-team-11555,UNO MILLE,UM,International,可参赛,5,1608,0.72,首发,hltv-player-16314,pancc,Fillipe Martins,Brazil,24,Unset,1.05,current,2026-08-10,11555,16314
职业,147,hltv-team-11555,UNO MILLE,UM,International,可参赛,5,1608,0.72,首发,hltv-player-16645,drg,Rodrigo Ausenka,Brazil,24,Unset,0.98,current,2026-08-10,11555,16645
职业,147,hltv-team-11555,UNO MILLE,UM,International,可参赛,5,1608,0.72,首发,hltv-player-24716,cLd,Jonathan Cruz,Brazil,24,Unset,1.01,current,2026-08-10,11555,24716
职业,148,hltv-team-13321,Falcons Force,FF,International,可参赛,5,1593,0.72,首发,hltv-player-22048,Tapewaare,Sindre Ellefsen,Norway,24,Unset,0.93,current,2026-08-10,13321,22048
职业,148,hltv-team-13321,Falcons Force,FF,International,可参赛,5,1593,0.72,首发,hltv-player-25095,VENO,Vladimir Stankovic,Serbia,24,Unset,0.98,current,2026-08-10,13321,25095
职业,148,hltv-team-13321,Falcons Force,FF,International,可参赛,5,1593,0.72,首发,hltv-player-25332,grecu,Andrei Grecu,Romania,24,Unset,1.08,current,2026-08-10,13321,25332
职业,148,hltv-team-13321,Falcons Force,FF,International,可参赛,5,1593,0.72,首发,hltv-player-25430,clockzi,Oskar Led Blæsbjerg,Denmark,24,Unset,0.92,current,2026-08-10,13321,25430
职业,148,hltv-team-13321,Falcons Force,FF,International,可参赛,5,1593,0.72,首发,hltv-player-25432,NucleonZ,Matej Trajkoski,North Macedonia,24,Unset,1.03,current,2026-08-10,13321,25432
职业,149,hltv-team-13668,Atreides,ATREI,International,阵容不完整/不可参赛,4,1626,0.72,首发,hltv-player-18788,dan1,Daniel Gligorov,North Macedonia,24,Unset,1.01,current,2026-08-10,13668,18788
职业,149,hltv-team-13668,Atreides,ATREI,International,阵容不完整/不可参赛,4,1626,0.72,首发,hltv-player-19786,DEPRESHN,Filip Jarkić,Croatia,24,Unset,1.13,current,2026-08-10,13668,19786
职业,149,hltv-team-13668,Atreides,ATREI,International,阵容不完整/不可参赛,4,1626,0.72,首发,hltv-player-19812,Chill,Artem Mankevich,Belarus,24,Unset,0.96,current,2026-08-10,13668,19812
职业,149,hltv-team-13668,Atreides,ATREI,International,阵容不完整/不可参赛,4,1626,0.72,首发,hltv-player-20782,Goody,Simon Chayka,Russia,24,Unset,1.07,current,2026-08-10,13668,20782
职业,150,hltv-team-13714,DONSTU,DONST,International,可参赛,5,1600,0.72,首发,hltv-player-20946,Due1yant,Vladislav Pavlovich,Russia,24,Unset,1.07,current,2026-08-10,13714,20946
职业,150,hltv-team-13714,DONSTU,DONST,International,可参赛,5,1600,0.72,首发,hltv-player-21350,NeoLife,Alexey Novakov,Russia,24,Unset,1.06,current,2026-08-10,13714,21350
职业,150,hltv-team-13714,DONSTU,DONST,International,可参赛,5,1600,0.72,首发,hltv-player-25167,gleb86rus,Gleb Eskin,Russia,24,Unset,1.05,current,2026-08-10,13714,25167
职业,150,hltv-team-13714,DONSTU,DONST,International,可参赛,5,1600,0.72,首发,hltv-player-25168,LAKSHERi,Pavel Solovyov,Russia,24,Unset,0.95,current,2026-08-10,13714,25168
职业,150,hltv-team-13714,DONSTU,DONST,International,可参赛,5,1600,0.72,首发,hltv-player-26413,phorate,Daniil Varzov,Russia,24,Unset,0.87,current,2026-08-10,13714,26413
职业,151,hltv-team-13745,KUUSAMO,KUUSA,International,可参赛,5,1554,0.72,首发,hltv-player-21962,rbm,Niklas Nieminen,Finland,24,Unset,0.91,current,2026-08-10,13745,21962
职业,151,hltv-team-13745,KUUSAMO,KUUSA,International,可参赛,5,1554,0.72,首发,hltv-player-25505,Matz,Matti Alatalo,Finland,24,Unset,0.84,current,2026-08-10,13745,25505
职业,151,hltv-team-13745,KUUSAMO,KUUSA,International,可参赛,5,1554,0.72,首发,hltv-player-26043,osku,Oskari Pulkkinen,Finland,24,Unset,0.99,current,2026-08-10,13745,26043
职业,151,hltv-team-13745,KUUSAMO,KUUSA,International,可参赛,5,1554,0.72,首发,hltv-player-26044,epik,Elias Kyllönen,Finland,24,Unset,0.85,current,2026-08-10,13745,26044
职业,151,hltv-team-13745,KUUSAMO,KUUSA,International,可参赛,5,1554,0.72,首发,hltv-player-26045,Keksimage,Lucas Kuntsi,Finland,24,Unset,1.03,current,2026-08-10,13745,26045
职业,152,hltv-team-13799,PsychoFace,PSYCH,International,阵容不完整/不可参赛,4,1615,0.72,首发,hltv-player-8726,facecrack,Dmitriy Alekseyev,Russia,24,Unset,0.94,current,2026-08-10,13799,8726
职业,152,hltv-team-13799,PsychoFace,PSYCH,International,阵容不完整/不可参赛,4,1615,0.72,首发,hltv-player-20883,eightz999,Amir Abdulmedzhidov,Russia,24,Unset,1.08,current,2026-08-10,13799,20883
职业,152,hltv-team-13799,PsychoFace,PSYCH,International,阵容不完整/不可参赛,4,1615,0.72,首发,hltv-player-21445,abiraju,Andrey Sergin,Russia,24,Unset,1.10,current,2026-08-10,13799,21445
职业,152,hltv-team-13799,PsychoFace,PSYCH,International,阵容不完整/不可参赛,4,1615,0.72,首发,hltv-player-23835,PsychoDoctor,Igor Karatuev,Russia,24,Unset,0.98,current,2026-08-10,13799,23835
职业,153,hltv-team-13724,5star,5STAR,International,可参赛,5,1618,0.72,首发,hltv-player-15060,NEUZ,Uuganbayar Nyam-Otgon,Mongolia,24,Unset,1.08,current,2026-08-10,13724,15060
职业,153,hltv-team-13724,5star,5STAR,International,可参赛,5,1618,0.72,首发,hltv-player-15861,rate,Tengis Boldbaatar,Mongolia,24,Unset,1.03,current,2026-08-10,13724,15861
职业,153,hltv-team-13724,5star,5STAR,International,可参赛,5,1618,0.72,首发,hltv-player-18150,clouden,Gerelt-Od Jargal,Mongolia,24,Unset,1.01,current,2026-08-10,13724,18150
职业,153,hltv-team-13724,5star,5STAR,International,可参赛,5,1618,0.72,首发,hltv-player-21396,ariucle,Ariunjargal Yadam,Mongolia,24,Unset,0.96,current,2026-08-10,13724,21396
职业,153,hltv-team-13724,5star,5STAR,International,可参赛,5,1618,0.72,首发,hltv-player-24303,hoolig4n,Dulguun Batsaikhan,Mongolia,24,Unset,1.07,current,2026-08-10,13724,24303
职业,154,hltv-team-13914,Privateer,PRIVA,International,可参赛,5,1599,0.72,首发,hltv-player-17656,Frazehh,Fraser Sollom,United Kingdom,24,Unset,1.08,current,2026-08-10,13914,17656
职业,154,hltv-team-13914,Privateer,PRIVA,International,可参赛,5,1599,0.72,首发,hltv-player-20128,dobbo,William Dobson,United Kingdom,24,Unset,1.02,current,2026-08-10,13914,20128
